Bloco de Linhas,Bloco Pré-processado,Sentimento
50 anos agora se completam Da lei antirracismo na constituição Infalível na teoria Inútil no dia a dia,50 ano agor complet lei antirrac constitu infal teor inútil dia dia,Neutro
Então que fodam-se eles com sua demagogia No meu país o preconceito é eficaz Te cumprimentam na frente E te dão um tiro por trás,ent fodam-s demagog país preconceit eficaz cumpriment frent dão tir trá,Negativo
"O Brasil é um país de clima tropical Onde as raças se misturam naturalmente E não há preconceito racial ha, ha","brasil país clim tropic ond raç mistur natur preconceit rac ha , ha",Neutro
Nossos motivos pra lutar ainda são os mesmos O preconceito e o desprezo ainda são iguais Nós somos negros também temos nossos ideais,motiv pra lut aind mesm preconceit desprez aind igual negr ideal,Negativo
Racistas otários nos deixem em paz Parece que alguém está me carregando perto do chão,racist otári deix paz parec alguém carreg pert chã,Negativo
"Parece um sonho, parece uma ilusão A agonia, o desespero toma conta de mim Algo no ar me diz que é muito ruim","parec sonh , parec ilusã agon , desesper tom cont mim alg ar diz ruim",Negativo
Meu sangue quente. Não sinto dor A mão dormente não sente o próprio suor Meu raciocínio fica meio devagar Quem me fodeu?,sang quent . sint dor mão dorm sent própri su raciocíni fic mei devag fod ?,Negativo
Eu tô tentando me lembrar Cresceu o movimento ao meu redor Meu Deus! Eu não sei mais o que é pior,tô tent lembr cresc mov redor deu ! sei pi,Neutro
Mentir a vida toda pra si mesmo Ou continuar e insistir no mesmo erro Me lembro de um fulano,ment vid tod pra si continu insist err lembr fulan,Negativo
Mata esse mano! Será que errar dessa forma é humano? Errar a vida inteira é muito fácil,mat man ! err dess form human ? err vid int fácil,Negativo
Pra sobreviver aqui tem que ser mágico Me lembro de várias coisas ao mesmo tempo Como se eu estivesse perdendo tempo,pra sobreviv aqu mágic lembr vár cois temp perd temp,Neutro
"A ironia da vida é foda! Que valor tem? Quanto valor tem? Uma vida vale muito, vim saber agora Deitado aqui e os manos na paz, tudo lá fora","iron vid fod ! val ? quant val ? vid val , vim sab agor deit aqu man paz , tud lá",Negativo
"Puxando ferro ou talvez batendo uma bola Pode crer. Deve tá mó Lua da hora Tem alguém me chamando, quem é?","pux ferr talv bat bol pod cr . dev tá mó lua hor alguém cham , ?",Neutro
"Apertando minha mão, tem voz de mulher O choro a faz engolir as palavras Um lenço que enxuga meu suor enxuga suas próprias lágrimas","apert mão , voz mulh chor faz engol palavr lenç enxug su enxug própr lágr",Negativo
"No rosto de uma mãe que ora baixinho Que nunca me deixou faltar, ficar sozinho Me ensinou o caminho desde criança","rost mãe ora baix nunc deix falt , fic so ensin caminh desd crianç",Neutro
"Minha infância, mais uma eu guardo na lembrança Na esperança da periferia eu sou mais um Clic, clec, bum!","infânc , guard lembranç esperanç perif clic , clec , bum !",Neutro
"Rapaz comum Clic, clec, bum! A lei da selva é assim Clic, clec, bum!","rapaz comum clic , clec , bum ! lei selv assim clic , clec , bum !",Negativo
"Rapaz comum A lei da selva é assim Clic, clec, bum!","rapaz comum lei selv assim clic , clec , bum !",Neutro
Predatória Rapaz comum Preserve a sua glória!,predatór rapaz comum preserv glór !,Neutro
"Queria atrasar o meu relógio Pra mim vale muito um minuto a mais de ódio Mas me sinto fraco, indefeso, desprotegido Eu vou mais alto, cusão! Pra te levar comigo!","quer atras relógi pra mim val minut ódi sint frac , indefes , desproteg vou alt , cus ! pra lev comig !",Negativo
"Vou ser um encosto na sua vida Você criou um monstro sem cura, sem alternativa! Me enganar pra quê?","vou encost vid cri monstr cur , altern ! engan pra quê ?",Negativo
Se o fim é virar pó! Fiquei muito pior Segura o seu B.O.!,fim vir pó ! fiq pi segur b.o . !,Negativo
O preto aqui não tem dó! Mais uma vida desperdiçada e é só Uma bala vale por uma vida do meu povo,pret aqu dó ! vid desperdiç bal val vid pov,Negativo
"No pente tem quinze, sempre há menos no morro, e então? Quantos manos iguais a mim se foram? Preto, preto, pobre, cuidado, socorro!","pent quinz , sempr menos morr , ent ? quant man igual mim ? pret , pret , pobr , cuid , socorr !",Negativo
"Quê que pega aqui? Quê que acontece ali? Vejo isso frequentemente, desde moleque Quinze de idade já era o bastante, então Treta no baile, então. Tiros de monte!","quê peg aqu ? quê acontec ali ? vej frequ , desd molequ quinz idad bast , ent tret bail , ent . tir mont !",Neutro
Morte nem se fala! Eu vejo o cara agonizando! Chame a ambulância! Alguém chame a ambulância!,mort fal ! vej car agoniz ! cham ambulânc ! alguém cham ambulânc !,Negativo
Depois ficava sabendo na semana Que dois já era Os preto sempre teve fama,fic sab seman doi pret sempr fam,Neutro
"No jornal, revista e TV se vê Morte aqui é natural, é comum de se ver Caralho! Não quero ter que achar normal","jorn , revist tv vê mort aqu natur , comum ver caralh ! quer ter ach norm",Neutro
Ver um mano meu coberto de jornal! É mal! Cotidiano suicida! Quem entra tem passagem só pra ida!,ver man cobert jorn ! mal ! cotidi suic ! entr pass pra ida !,Negativo
Me diga. Me diga: Que adianto isso faz? Me diga. Me diga: Que vantagem isso traz? Então A fronteira entre o Céu e o Inferno tá na sua mão,dig . dig : adiant faz ? dig . dig : vantag traz ? ent fronteir céu infern tá mão,Neutro
Nove milímetros de ferro Cusão! Otário! Que pôrra é você? Olha no espelho e tenta entender,nov milímetr ferr cus ! otári ! pôrr ? olh espelh tent entend,Negativo
A arma é uma isca pra fisgar Você não é polícia pra matar! É como uma bola de neve,arm isc pra fisg políci pra mat ! bol nev,Neutro
"Morre um, dois, três, quatro Morre mais um em breve Sinto na pele, me vejo entrando em cena","morr , doi , trê , quatr morr brev sint pel , vej entr cen",Negativo
"Tomando tiro igual filme de cinema Clic, clec bum! Rapaz comum","tom tir igual film cinem clic , clec bum ! rapaz comum",Negativo
"Clic, clec, bum! A lei da selva é assim Clic, clec, bum! Rapaz comum","clic , clec , bum ! lei selv assim clic , clec , bum ! rapaz comum",Neutro
"A lei da selva é assim Clic, clec, bum! Predatória Rapaz comum","lei selv assim clic , clec , bum ! predatór rapaz comum",Neutro
"Preserve a sua glória! Minha ideia tá clareando Eu fico atacado, mó neurose, o tempo tá esgotando","preserv glór ! ide tá clare fic atac , mó neuros , temp tá esgot",Negativo
"Não quero admitir, meus olhos vão abrir Vou chorar, vou sorrir, vou me despedir Não quero admitir que sou mais um","quer admit , olh vão abr vou chor , vou sorr , vou desped quer admit",Negativo
"Infelizmente é assim, aqui é comum Um corpo a mais no necrotério, é sério Um preto a mais no cemitério, é sério","infeliz assim , aqu comum corp necrot , séri pret cemitéri , séri",Negativo
"Eu tô me vendo agora e é difícil Minha família, meus manos No centro um crucifixo Meus filhos olhando sem entender o porquê","tô vend agor difícil famíl , man centr crucifix filh olh entend porqu",Negativo
"Se eu pudesse falar talvez iriam saber Não acredito que esse mano veio até aqui! Me matou, quer certeza e quer conferir","pud fal talv iri sab acredit man vei aqu ! mat , qu cert qu confer",Negativo
Me acompanham até a sepultura Vejo um tumulto no caixão. Hã! E alguém segura!,acompanh sepult vej tumult caix . hã ! alguém segur !,Negativo
Mais uma mãe que não se conforma Perder um filho dessa forma é foda! Quem se conforma?,mãe conform perd filh dess form fod ! conform ?,Negativo
Como eu podia imaginar no velório de outras pessoas Hoje estou no lugar No buraco desce o meu caixão,pod imagin velóri outr pesso hoj lug burac desc caix,Negativo
"Jogam terra, flores, se despedem na última oração Tão me chamando, meu tempo acabou Não sei pra onde ir! Não sei pra onde vou!","jog terr , fl , desped últ oraç tão cham , temp acab sei pra ond ir ! sei pra ond vou !",Negativo
Qual que é? Qual que é?,? ?,Neutro
O quê que eu vou ser? Talvez um anjo de guarda pra te proteger Não sou o último nem muito menos o primeiro A lei da selva é uma merda e você é o herdeiro!,quê vou ? talv anj guard pra proteg últ menos prim lei selv merd herd !,Neutro
Através de alguns homens um país faz seu nome Glória a Deus nas alturas,através algum hom país faz nom glór deu altur,Neutro
"Saudações ao filho da pátria mãe gentil Defendeu e honrou a seleção do Brasil Caiu, se machucou e não desistiu Ele emocionou a geração que o viu","saud filh pátr mãe gentil defend honr seleç brasil caiu , machuc desist emocion ger viu",Neutro
Nascido em bairro pobre de Bento Ribeiro Jogou no São Cristóvão do Rio de Janeiro Aos 16 contrato feito se foi para o Cruzeiro,nasc bairr pobr bent rib jog cristóv rio jan 16 contrat feit cruz,Neutro
"Apavorou os goleiros, foi o artilheiro Com 17 ele chega O atleta mais jovem da equipe Brasileira","apavor gol , artilh 17 cheg atlet jov equip brasil",Neutro
"Elenco que deu certo, a taça eles trouxeram Mas titular no ataque eram Romário e Bebeto Ainda não teve chance","elenc deu cert , taç troux titul ataqu rom bebet aind chanc",Neutro
Mas jogando era brilhante Atraiu os contratantes Lá fora foi pra vencer no PSV,jog brilh atra contrat lá pra venc psv,Neutro
"Atuação espanta na copa da Holanda Depois no Barcelona, ganhou a SuperCopa E mais a Copa Rei e a Recopa da Europa Fez 34 gols em 97","atu espant cop holand barcel , ganh supercop cop rei recop europ fez 34 gol 97",Negativo
"Fez um avião, comemorou como um moleque Quando nasce pra brilhar, quem viu fenômeno Fez a multidão gritar, feliz por vê-lo","fez avi , comemor molequ nasc pra brilh , viu fenômen fez mult grit , feliz vê-l",Neutro
"(Pelo mundo, pelo mundo, pelo mundo) Quando nasce pra brilhar, quem viu fenômeno Fez a multidão gritar, feliz por vê-lo","( mund , mund , mund ) nasc pra brilh , viu fenômen fez mult grit , feliz vê-l",Neutro
"(Pelo mundo, pelo mundo, pelo mundo) Uma nação, um coração","( mund , mund , mund ) naçã , coraçã",Neutro
Ronaldo fenômeno... história do futebol mundial Ronaldo será operado daqui a pouco em Paris Todos davam a carreira dele como acabada,ronald fenômen ... histór futebol mund ronald oper daqu pouc paril tod dav carr acab,Neutro
"Dói só de ver a queda do guerreiro Com lágrimas nos olhos leva a mão a seu joelho Contundido, reviveu o pesadelo A noticia gera o desespero, R9!","dói ver qued guerr lágr olh lev mão joelh contund , reviv pesadel notic ger desesper , r9 !",Negativo
"Pois a crítica falou que é grave demais A lesão foi no tendão não jogaria mais Decepção pros companheiros, pior pros seus pais","poi crít fal grav demal les tend jog decepç pro companh , pi pro pal",Negativo
Porem o fenômeno sabia do que era capaz Gigante pela própria natureza Menino do povo se torna sua alteza,por fenômen sab capaz gigant própr natur menin pov torn alt,Neutro
"Exemplo de vida, superação Em 2002 foi para Copa Coreia-Japão Surpreendeu a mídia outra vez","exempl vid , super 2002 cop coreia-jap surpreend míd outr vez",Neutro
O atacante nato 8 gols ele fez Depois foi convocado em 2006 Só pararam nos franceses Mas ele fez mais 3 gols,atac nat 8 gol fez convoc 2006 par frances fez 3 gol,Neutro
Retornou como quis Paulistão foi um show Um bando de louco feliz,retorn quil paulist show band louc feliz,Neutro
A 9 ele marcou Ninguém ultrapassou A FIFA o coroou com 15 gols O Rei dos Reis,9 marc ninguém ultrapass fif coro 15 gol rei reil,Negativo
"Quando nasce pra brilhar, quem viu fenômeno Fez a multidão gritar, feliz por vê-lo (Pelo mundo, pelo mundo, pelo mundo)","nasc pra brilh , viu fenômen fez mult grit , feliz vê-l ( mund , mund , mund )",Neutro
"Quando nasce pra brilhar, quem viu fenômeno Fez a multidão gritar, feliz por vê-lo (Pelo mundo, pelo mundo, pelo mundo)","nasc pra brilh , viu fenômen fez mult grit , feliz vê-l ( mund , mund , mund )",Neutro
"Eu vou mandar um salve pra comunidade do outro lado do muros As grades nunca vão prender nosso pensamento mano Se liga aí Jardim Evana, Parque do Engenho, Jerivá, Jardim Rosana, Pirajusara, Santa Tereza","vou mand salv pra comunidad outr lad mur grad nunc vão prend pens man lig aí jardim evan , parqu engenh , jeriv , jardim rosan , pirajus , sant ter",Neutro
"Vaz de lima, Parque Santo Antônio, Capelinha, Promorar, Vila Calu, Branca Flor, Paranapanema, Iaracati Novo Oriente, Parque Arariba, Jardim Inga, parque Ipê Pessoal da Sabin, Jardim Marcelo, Cidade Ademar Jardim São Carlos, Jardim Primavera, Santa Amélia","vaz lim , parqu sant antôni , capel , promor , vil calu , branc fl , paranapanem , iaracat nov orient , parqu ararib , jardim ing , parqu ipê pessoal sabin , jardim marcel , cidad adem jardim carl , jardim primav , sant amél",Neutro
"Jardim Santa Terezinha, Jardim Míriam, Vila Santa Catarina Aí Vietinã! Cocáia, Cipó, Colônia Campanário, Diadema, Calúpso e São Bernardo Vila industrial, Santo André, Bairro das Pimentas, Brasilândia","jardim sant ter , jardim mír , vil sant catarin aí vietinã ! cocá , cipó , colôn campan , diadem , calúps bernard vil industr , sant andré , bairr piment , brasilând",Neutro
"Jardim Japão, Jardim Ebron, cohab 1, cohab 2, São Matheus, Itaim Cidade tiradentes, Barueri, cohab de taipas Mangueira, Boréu, acidade de Deus, e aí DF, expansão, pra norte, pra sul E aí pessoal do sul, Restinga","jardim jap , jardim ebron , cohab 1 , cohab 2 , math , itaim cidad tirad , baruer , cohab taip mangu , boréu , acidad deu , aí df , expans , pra nort , pra sul aí pessoal sul , resting",Neutro
